Company,Valuation,Funding,Select Investors,Country,Continent,Founders
Sightline Payments,$1B,$347M,JP Morgan,United States,North America,"Kirk Sanford, Omer Sattar"
Dune Analytics,$1B,$79M,Coatue,Norway,Europe,"Fredrik Haga, Mats Olsen"
POIZON,$1B,$0,DST Global,Hong Kong,Asia,"Yang Bing, Poizon Liu"
assembly,$1B,$0,Advent International,United States,North America,Not Found
BillionToOne,$1B,$391M,Premji Invest,United States,North America,"David Tsao, Oguzhan Atay, Sukrit Silas"
Speak,$1B,$152M,Accel,United States,North America,"Connor Zwick, Andrew Hsu"
Create Music Group,$1B,$165M,Flexpoint Ford,United States,North America,"Jonathan Strauss, Alexandre Williams"
Aven,$1B,$142M,General Catalyst, Khosla Ventures,United States,David Jay
Huma,$1B,$292M,AstraZeneca,United Kingdom,Europe,"Dan Vahdat, Rich Khatib"
Altana,$1B,$322M,US Innovative Technology Fund,United States,North America,"Evan Smith, Raphael Tehranian, Peter Goodings Swartz"
Fruitist,$1B,$275M,Aliment Capital,United States,North America,"Steve Magami, Thomas Snyder, Dan Stephenson"
Cosm,$1B,$250M,,United States,North America,"Ivan Sutherland, Dave Evans"
EliseAI,$1B,$142M,Sapphire Ventures,United States,North America,"Minna Song, Tony Stoyanov"
Kiteworks,$1B,$591M,Insight Partners, Sixth Street,United States,"Nikhil Jhingan, S Mohan"
Svante,$1B,$432M,Canada Growth Fund Investment Management,Canada,North America,Not Found
World Labs,$1B,$230M,Andreessen Horowitz, New Enterprise Associates,United States,"Fei-Fei Li, Justin Johnson, Christoph Lassner, Ben Mildenhall"
Rentberry,$1B,$124M,Berkeley Hills Capital, GTM Capital,United States,"Oleksiy Lubinsky, Lily Ostapchuk"
Twelve,$1B,$798M,United Airlines Ventures,United States,North America,"Kendra Kuhl, Etosha Cave, Nicholas Flanders"
HIF Global,$1B,$480M,Mitsui O.S.K. Lines,Chile,South America,Not Found
EvenUp,$1B,$221M,Bain Capital Ventures,United States,North America,"Raymond Mieszaniec, Saam Mashhad, Rami Karabibar"
Nimble Robotics,$1B,$221M,Cedar Pine, FedEx,United States,Simon Kalouche
Moniepoint,$1B,$228M,Visa,United Kingdom,Europe,"Tosin Eniolorunda, Felix Ike"
Pacific Fusion,$1B,$900M,Alumni Ventures, General Catalyst,United States,"Will Regan, Eric Lander, Carrie von Muench, Keith LeChien"
Halcyon,$1B,$184M,Evolution Equity Partners,United States,North America,"Kate Goodall, Jon Miller, Ryan Smith, Matthew Pearson"
Lighthouse,$1B,$470M,Kohlberg Kravis Roberts,United Kingdom,Europe,"Josh Borts, Khurram Virani, Jeremy Shaki, Matthias Frans Geeroms, Adriaan Coppens"
Ayar Labs,$1B,$372M,Advent International, Alumni Ventures,United States,"Mark Wade, Chen Sun, Alex Wright-Gladstein"
StepStar,$1B,$3M,Shanghai State-owned Capital Investment,China,Asia,"Daxin Jiang, Yin Qi"
Cera,$1B,$249M,BDT & MSD Partners, Schroders Capital,United Kingdom,Ben Maruthappu
Truveta,$1B,$515M,Microsoft,United States,North America,"Terry Myerson, Jay Nanduri"
Loft Orbital,$1B,$326M,AXIAL Partners, Tikehau Capital,United States,"Antoine de Chassy, Pierre Damien Vaujour, Alex Greenberg"
OpenEvidence,$1B,$107M,Sequoia Capital,United States,North America,"Daniel Nadler, Zachary Ziegler"
GI Water as a Service,$1B,$0,Al Qunaibet Investment Fund, Al Zamil,,Not Found
BuildOps,$1B,$226M,Meritech Capital Partners,United States,North America,"Alok Chanani, Steve Chew, Neeraj Mittal"
Cyberhaven,$1B,$237M,StepStone Group,United States,North America,"Cristian Zamfir, George Candea, Radu Banabic, Vitaly Chipounov, Volodymyr Kuznetsov"
Redpanda Data,$1B,$266M,Google Ventures,United States,North America,Alexander Gallego
Assured Insurance Technologies,$1B,$0,,United States,North America,"Theo Patt, Justin Lewis-Weber"
Endless,$1B,$111M,Foresight Ventures,Hong Kong,Asia,"Matthew Dalio, Marcelo Sampaio"
Nourish,$1B,$113M,J.P. Morgan Growth Equity Partners,United States,North America,"Aidan Dewar, Sam Perkins, Stephanie Liu"
Quantum Systems,$1B,$357M,Balderton Capital,Germany,Europe,"Dave Sharpin, Florian Seibel"
Parloa,$1B,$212M,Altimeter Capital, Durable Capital Partners,Germany,"Malte Kosub, Stefan Ostwald"
JSW One,$1B,$65M,Mitsui & Co,India,Asia,"Gaurav Sachdeva, Gautam Chainani, Vinay Shroff, Vineet Agrawal"
Owner,$1B,$182M,Headline, Meritech Capital Partners,United States,Not Found
Palmetto Clean Technology,$1B,$565M,TPG Rise Climate Fund,United States,North America,Christopher Kemper
Moody,$1B,$215M,5Y Capital, Kohlberg Kravis Roberts,China,John Moody
Mythical Games,$1B,$297M,Alumni Ventures,United States,North America,"John Linden, Jamie Jackson, Rudy Koch, Chris Downs"
BigID,$1B,$306M,Riverwood Capital,United States,North America,"Dimitri Sirota, Nimrod Vax"
Shift Technology,$1B,$320M,Guidewire Software,France,Europe,"Eric Sibony, Jérémy Jawish, David Durrleman"
Turo,$1B,$498M,Allen & Company, Manhattan Venture Partners (MVP),United States,"Shelby Clark, Nabeel Al-Kady, Tara Reeves"
LetsGetChecked,$1B,$448M,Optum Ventures,United States,North America,Peter Foley
Climeworks,$1B,$784M,GIC, Partners Group,Switzerland,"Jan Wurzbacher, Christoph Gebald"
Stax,$1B,$263M,Fulcrum Equity Partners,United States,North America,"Don Robertson, Matilda Murray"
Oxyzo,$1B,$200M,Alpha Wave Global, Creation Investments Capital Management, LLC,"Ruchi Kalra, Bhuvan Gupta, Asish Mohapatra"
Teya,$1B,$1B,Accel,United Kingdom,Europe,"Eduardo Pontes, Ali Mazanderani"
Payhawk,$1B,$239M,Lightspeed Venture Partners,United Kingdom,Europe,"Hristo Borisov, Konstantin Djengozov"
Esusu,$1B,$145M,SoftBank Vision Fund,United States,North America,"Wemimo Abbey, Samir Goel"
Tarana Wireless,$1B,$426M,Digital Alpha,United States,North America,"Kevin Jones, Omar Bakr, Dale Branlund, Sergiu Nedevschi, Rabin Patra"
Savage X Fenty,$1B,$310M,Neuberger Berman,United States,North America,Rihanna Fenty
Omada Health,$1B,$449M,Fidelity,United States,North America,Sean Duffy
BlueVoyant,$1B,$666M,Liberty Strategic Capital,United States,North America,"Tom Glocer, Jim Rosenthal"
UST,$1B,$250M,Temasek Holdings,United States,North America,"Stephen Ross, G. A. Menon"
Securonix,$1B,$1B,Vista Equity Partners,United States,North America,"Tanuj Gulati, Harsh Patwardhan"
Plus,$1B,$520M,ClearVue Partners, FountainVest Partners,United States,Not Found
Tractable,$1B,$185M,SoftBank Vision Fund,United Kingdom,Europe,"Alexandre Dalyac, Razvan Ranca, Adrien Cohen"
PPRO,$1B,$463M,Eldridge Industries, JP Morgan,United Kingdom,"Philipp Bock, Simon Black, Tobias Schreyer, Philipp Nieland, Götz Möller, Stefan Erwin Merz"
Eat Just,$1B,$465M,The Ahimsa Foundation, VegInvest,United States,"Josh Tetrick, Josh Balk"
Sift,$1B,$157M,Insight Partners,United States,North America,"Austin Spiegel, Karthik Gollapudi, Jud Bowman"
BostonGene,$1B,$200M,NEC Corporation,United States,North America,Andrew Feinberg
Xendit,$1B,$535M,Coatue, Insight Partners,Indonesia,"Moses Lo, Tessa Wijaya, Juan Gonzalez, Bo Chen"
Gauntlet,$1B,$45M,Ribbit Capital,United States,North America,Not Found
Aibee,$1B,$273M,Xiaomi,China,Asia,Not Found
ShipBob,$1B,$331M,Bain Capital Ventures,United States,North America,"Divey Gulati, Melissa Nick, Adam Patnaude, Jeetu Mahtani, Casey Armstrong, Lara Morgenthaler, Jacob Radkiewicz, Dhruv Saxena"
Picsart,$1B,$195M,SoftBank Vision Fund,United States,North America,"Hovhannes Avoyan, Artavazd Mehrabyan, Mikayel Vardanyan"
Darwinbox,$1B,$267M,Kohlberg Kravis Roberts, Partners Group,India,"Chaitanya Peddi, Jayant Paleti, Rohit Chennamaneni"
Fabric,$1B,$336M,Temasek Holdings,United States,North America,"William Morris, Angela Johnson, Sherri Barry"
Visier,$1B,$217M,Goldman Sachs Asset Management,Canada,North America,"John Schwarz, Jan Schwarz, Ryan Wong"
PandaDoc,$1B,$51M,G Squared, OMERS Growth Equity,United States,"Eugene Nevgen, Mikita Mikado, Sergey Barysiuk"
Sisense,$1B,$275M,Insight Partners,United States,North America,"Elad Israeli, Aviad Harell, Guy Boyangu, Adi Azaria, Eldad Farkash, Ariel Katz"
Forte,$1B,$910M,Kora,United States,North America,"Kevin Chou, Josh Williams, Daniel Barnes, Brett Seyler, Andy Yang, Bela Pandya, Christopher Jimison"
Jellysmack,$1B,$16M,SoftBank Vision Fund,United States,North America,"Michael Philippe, Robin Sabban, Swann Maizil"
Timescale,$1B,$181M,Tiger Global Management,United States,North America,"Ajay Kulkarni, Mike Freedman"
Amperity,$1B,$187M,HighSage Ventures,United States,North America,"Derk Slager, Kabir Shahani"
Ivalua,$1B,$134M,Ardian, Tiger Global Management,France,Not Found
Commonwealth Fusion,$1B,$2B,Tiger Global Management,United States,North America,"Zach Hartwig, Brandon Sorbom, Martin Greenwald, Dennis Whyte, Bob Mumgaard, Dan Brunner"
Clearcover,$1B,$406M,Eldridge Industries,United States,North America,"Kyle Nakatsuji, Derek Brigham"
Facily,$1B,$502M,Goodwater Capital, Prosus & Naspers,Brazil,"Flavio Dias, Diego Dzodan, Vitor Zaninotto, Marcela Fernandes, Ingrid Dzodan, Luciano Freitas"
Thirty Madison,$1B,$211M,HealthQuest Capital,United States,North America,"Demetri Karagas, Steven Gutentag"
Nature's Fynd,$1B,$463M,SoftBank Vision Fund,United States,North America,"Mark Kozubal, Thomas Jonas, Matthew Strongin"
Standard Cognition,$1B,$239M,SoftBank Vision Fund,United States,North America,"Jordan Fisher, Michael Suswal"
Resilience,$1B,$2B,Mubadala,United States,North America,Not Found
OfferUp,$1B,$381M,Pobts,United States,North America,"Nick Huzar, Arean van Veelen"
Ajaib,$1B,$246M,DST Global,Indonesia,Asia,"Anderson Sumarli, Yada Piyajomkwan"
Wisk Aero,$1B,$450M,The Boeing Company,United States,North America,Larry Page
Binance,$1B,$2B,MGX,Malta,Europe,Changpeng Zhao
Scandit,$1B,$273M,Warburg Pincus,Switzerland,Europe,"Samuel Mueller, Christian Floerkemeier, Christof Roduner"
PatSnap,$1B,$352M,SoftBank Vision Fund, Tencent,Singapore,"Jeffrey Tiong, Ray Chohan, Guan Dian"
Quizlet,$1B,$62M,General Atlantic,United States,North America,Andrew Sutherland
Interos,$1B,$175M,Blue Owl,United States,North America,Jennifer Bisceglie
C2FO,$1B,$568M,International Finance Corporation,United States,North America,"Alexander C. Kemper, Pete Thomas"
Axelar Network,$1B,$94M,Crypto.com Capital,Canada,North America,"Sergey Gorbunov, Georgios Vlachos"
Masterworks,$1B,$110M,Left Lane Capital,United States,North America,Scott Lynn
Hotmart,$1B,$127M,TCV,The Netherlands,Europe,"Joao Pedro Resende, Mateus Bicalho"
YipitData,$1B,$492M,The Carlyle Group,United States,North America,"Jim Moran, Vinicius Vacanti"
Bringg,$1B,$185M,Insight Partners,Israel,Asia,"Raanan Cohen, Lior Sion"
Clara,$1B,$212M,Citi Ventures,Mexico,North America,"Patrick Rogers, Lee McMahon, Hannah McKinlay Ahmed Arif, Arthur Guest, Kathryn Burke, Diego Iván Garcia Escobedo, Gerry Giacoman Colyer"
CommerceIQ,$1B,$196M,SoftBank Vision Fund,United States,North America,"Guru Hariharan, Himanshu Jain"
EquipmentShare,$1B,$702M,BDT & MSD Partners,United States,North America,"William Schlacks, Jabbok Schlacks, Brad Siegler, Jeff Lowe, Matthew McDonald"
Betterfly,$1B,$205M,Glade Brook Capital Partners,Chile,South America,"Eduardo della Maggiora, Cristobal Della Maggiora, Joshua Schwadron, Kris Petersen, Todd Sullivan"
Newsela,$1B,$172M,Franklin Templeton, TCV,United States,"Matthew Gross, Dan Cogan-Drew"
Sidecar Health,$1B,$328M,Koch Disruptive Technologies,United States,North America,"Patrick Quigley, Veronica Osetinsky"
Expel,$1B,$289M,CapitalG, Paladin Capital Group,United States,"Dave Merkel, Yanek Korff, Justin Bajko"
EBANX,$1B,$460M,Advent International,Brazil,South America,"Alphonse Voigt, Wagner Ruiz, Joao Del Valle"
Owkin,$1B,$304M,Bristol-Myers Squibb,United States,North America,"Thomas Clozel, Gilles Wainrib"
GoGuardian,$1B,$200M,Tiger Global Management,United States,North America,"Advait Shinde, Todd Mackey, Tyler Shaddix, Aza Steel"
FreshBooks,$1B,$156M,Accomplice,Canada,North America,Mike McDerment
WeLab,$1B,$875M,Allianz X,Hong Kong,Asia,"Simon Loong, Kelly Wong, Frances Kang"
Cider,$1B,$140M,DST Global,Hong Kong,Asia,"Manos Angelakis, Marguerite Bourgeoys"
Omio,$1B,$376M,Kinnevik, Temasek Holdings,Germany,Naren Shaam
MinIO,$1B,$126M,Intel Capital,United States,North America,"Anand Babu Periasamy, Frederick Kautz, Garima Kapoor, Harshavardhana"
Stytch,$1B,$126M,Coatue,United States,North America,"Julianna Lamb, Reed McGinley Stempel, Mark Cunningham"
Mark43,$1B,$269M,The Spruce House Partnership, Tiger Global Management,United States,"Flo Mayr, Matt Polega, Scott Crouch"
Evidation Health,$1B,$259M,Kaiser Permanente Ventures, OMERS Private Equity,United States,"Christine Lemke, Luca Foschini, Alessio Signorini, Mikki Nasch"
Glia,$1B,$152M,Insight Partners,United States,North America,"Justin DiPietro, Carlos Paniagua, Dan Michaeli"
FabFitFun,$1B,$162M,Milano Investment Partners SGR,United States,North America,"Daniel Broukhim, Michael Broukhim, Katie Rosen Kitchens"
Dental Monitoring,$1B,$232M,Mérieux Equity Partners,France,Europe,"Philippe Salah, Armelle Coquart, Emmanuel Salah"
Kopi Kenangan,$1B,$333M,Tybourne Capital Management,Indonesia,Asia,"Edward Tirtanata, James Prananto, Cynthia Chaerunissa"
Assent,$1B,$534M,Vista Equity Partners,Canada,North America,"Andrew Waitman, Matt Whitteker, Rob Imbeault, Jonathan Hughes"
Movile,$1B,$588M,Prosus Ventures,Brazil,South America,"Fabricio Bloisi, Eduardo Henrique, Marcelo Sales, Rafael Duton"
Solo.io,$1B,$172M,Altimeter Capital,United States,North America,Idit Levine
Immunai,$1B,$295M,Koch Disruptive Technologies,United States,North America,"Noam Solomon, Luis Voloch"
Chrono24,$1B,$206M,Cristiano Ronaldo,Germany,Europe,"Tim Stracke, Dirk Schwartz, Michael Krkoska"
Healthcare.com,$1B,$114M,Hildred Capital Partners,United States,North America,"Jeff Smedsrud, Jose Vargas, Howard Yeh, Andrew Solimine"
The Zebra,$1B,$259M,Hedosophia,United States,North America,"Joshua Dziabiak, Adam Lyons"
Moore Threads,$1B,$529M,Beijing Gaoliang Private Equity Fund Management,China,Asia,Zhang Jianzhong
Rothy's,$1B,$484M,Alpargatas,United States,North America,"Stephen Hawthornthwaite, Roth Martin"
HMD,$1B,$330M,Ginko Ventures,Finland,Europe,Not Found
Simply,$1B,$92M,Google Ventures,Israel,Asia,"Yuval Kaminka, Bruce, Claudine"
Vagaro,$1B,$163M,FTV Capital,United States,North America,Not Found
Motorway,$1B,$276M,ICONIQ Growth, Index Ventures,United Kingdom,"Tom Leathes, Alex Buttle, Harry Jones"
Semios,$1B,$183M,Morningside,Canada,North America,Michael Gilbert
Dubizzle Group,$1B,$479M,Affinity Partners,United Arab Emirates,Asia,"Zeeshan Ali Khan, Imran Ali Khan"
Patpat,$1B,$721M,SoftBank Vision Fund,China,Asia,"Can Wang, Can Gao"
Momenta,$1B,$1B,General Motors,China,Asia,Not Found
Injective,$1B,$57M,Pantera Capital,United States,North America,"Eric Chen, Albert Chon"
Place,$1B,$100M,Goldman Sachs Asset Management,United States,North America,Ben Kinney
ProLogium Technology,$1B,$537M,China Reform Health Management and Services Group Co Ltd,Taiwan,Asia,Sinan
Fiture,$1B,$391M,All-Stars Investment, BAI capital,China,"Edward Fu, Yuhan Tang"
JMGO,$1B,$377M,IDG Capital, Oppo,China,"Chen Xingbo, Eric Hu"
GoGoX,$1B,$377M,BOCOM International, Cyberport Macro Fund,Hong Kong,"Steven Lam Hoi-yuen, Nick Tang Kuen-wai, Reeve Kwan Chun-man"
Cadence Solutions,$1B,$141M,Coatue,United States,North America,"Christopher Altchek, Nigel Wheat, Tina Kathmann, Jordan Uytterhagen"
Scalapay,$1B,$443M,Poste Italiane,Italy,Europe,"Simone Mancini, Johnny Mitrevski, Raffaele Terrone"
HAEGIN,$1B,$129M,,South Korea,Asia,"Young-il Lee, Lee Young-il"
Pet Circle,$1B,$125M,Prysm Capital, TDM Growth Partners,Australia,"Mike Frizell, James Edwards"
Fenbeitong,$1B,$292M,DST Global,China,Asia,"Cheng Huang, Xi Lan, Henry Lan"
MadeiraMadeira,$1B,$336M,Dynamo, SOFTBANK Latin America Ventures,Brazil,"Daniel Scandian, Marcelo Scandian"
Kujiale,$1B,$235M,Hillhouse Investment,China,Asia,"Hang Chen, Hao Zhu, Xiaohuang Huang"
Jollychic,$1B,$96M,G42,China,Asia,Aaron Li
Agile Robots AG,$1B,$270M,Foxconn Industrial Internet,Germany,Europe,"Zhaopeng Chen, Peter Meusel"
Deeproute,$1B,$450M,Great Wall Motors,China,Asia,Not Found
Orca Bio,$1B,$192M,Lightspeed Venture Partners,United States,North America,"Nathaniel Fernhoff, Jeroen Bekaert"
EcoFlow Tech,$1B,$105M,HSG,United States,North America,"Bruce Wang, Eli Harris, Hannah Sieber"
OrCam Technologies,$1B,$86M,Clal Insurance Enterprises Holdings, Meitav Investment House,Israel,"Amnon Shashua, Ziv Aviram"
Hujiang Education Technologies,$1B,$187M,China Minsheng Investment Group,China,Asia,"Cairui Fu, Arnold Fu"
Zhuanzhuan,$1B,$990M,Xiaomi,China,Asia,"Changfeng Xiang, Jiali Wu, Lu Chen, Wei Huang"
Pat McGrath Labs,$1B,$60M,Eurazeo,United States,North America,Pat McGrath
Maimai,$1B,$300M,DST Global,China,Asia,"Lin Fan, Huang Wei"
LMAX Group,$1B,$0,,United Kingdom,Europe,"David Mercer, Martin Thompson"
BeiBei,$1B,$224M,New Horizon Capital, Northern Light Venture Capital,China,Lianglun Zhang
Numbrs,$1B,$109M,Saidler & Co.,Switzerland,Europe,"Boris Manhart, Johannes Huebner, Martin Saidler"
KKW Beauty,$1B,$200M,Coty,United States,North America,Kim Kardashian
Tezign,$1B,$51M,Temasek Holdings,China,Asia,"Daisy Guo, Fan Ling, Guo Xiaoqian, Wang Zhe"
Squirrel Ai Learning,$1B,$190M,,China,Asia,"Derek Haoyang Li, Jason Zhou, David Fan, Joleen Liang"
VNLIFE,$1B,$550M,Dragoneer Investment Group, General Atlantic,Vietnam,"Mai Thanh Binh, Tri Manh Tran"
Kakao Enterprise,$1B,$100M,Hy,South Korea,Asia,"Kim Bum-soo, Kim Beom-su"
Interswitch,$1B,$321M,Visa,Nigeria,Africa,Not Found
LinkDoc Technology,$1B,$253M,Alibaba Health Information Technology,China,Asia,"Ligang Luo, Liping Li, Shan He, Tony Zhang"
Tresata,$1B,$51M,GCP Capital Partners,United States,North America,"Abhishek Mehta, Richard Morris, Vijayanto Vyakulasamy"
MiningLamp,$1B,$842M,Russia-China Investment Fund,China,Asia,"Minghui Wu, Yan Zhao, Shicong Feng, Jiang Ping"
Mia.com,$1B,$232M,Baidu,China,Asia,"Liu Nan, Jane Zhang, Michael Chen"
Bitfury Group,$1B,$170M,Korelya Capital,The Netherlands,Europe,"Valery Vavilov, Valery Nebesny"
Benlai,$1B,$349M,Mingde Holdings,China,Asia,"Huafeng Yu, Jerry Yue"
DXY,$1B,$682M,Trustbridge Partners,China,Asia,"Li Tiantian, Jin Zhang"
Jushuitan Network Technology,$1B,$206M,Goldman Sachs,China,Asia,"Haidong Luo, Zong xiong"
Contrast Security,$1B,$269M,Liberty Strategic Capital,United States,North America,"Jeff Williams, Arshan Dabirsiaghi"
Formation Bio,$1B,$528M,Andreessen Horowitz,United States,North America,"Linhao Zhang, Benjamine Liu"
58 Daojia,$1B,$300M,,China,Asia,Jinbo Yao
YunQuNa,$1B,$257M,CITIC Capital Holdings, Source Code Capital,China,Shihao Zhou
Banma Network Technologies,$1B,$697M,SDIC Fund Management,China,Asia,Alex Shi
Mofang Gongyu,$1B,$650M,Caisse de Depot et Placement du Quebec,China,Asia,Not Found
Playco,$1B,$144M,Meta,Japan,Asia,Not Found
Huikedu Group,$1B,$302M,China Oceanwide,China,Asia,Not Found
Knowbox,$1B,$306M,Alibaba Group,China,Asia,Not Found
Yidian Zixun,$1B,$151M,Long De Cheng Zhang Culture Communication,China,Asia,Not Found
Qualia,$1B,$160M,Tiger Global Management,United States,North America,Not Found
Zwift,$1B,$620M,Kohlberg Kravis Roberts,United States,North America,Not Found
Arrail Dental Clinic,$1B,$400M,Temasek Holdings,China,Asia,Not Found
Red Ventures,$1B,$250M,Silver Lake,United States,North America,Not Found
Aircall,$1B,$226M,HubSpot Ventures,France,Europe,Not Found
Orbbec,$1B,$200M,Ant Group,China,Asia,Not Found
COSMOplat,$1B,$317M,Hongtai Fund,China,Asia,Not Found
Xforceplus,$1B,$200M,Temasek Holdings,China,Asia,Not Found
Mammoth Biosciences,$1B,$265M,Redmile Group,United States,North America,Not Found
YH Global,$1B,$182M,HNF, Yonghua Capital,China,Not Found
Haomo.AI,$1B,$212M,Jiuzhi Ziben,China,Asia,Not Found
Unisound,$1B,$361M,China Internet Investment Fund, China Ministry of Finance,China,Not Found
REEF,$1B,$2B,Mubadala Capital Ventures, SoftBank,United States,Not Found
Capsule,$1B,$570M,Durable Capital Partners,United States,North America,Not Found
Quantum Metric,$1B,$226M,Insight Partners,United States,North America,Not Found
FXiaoKe,$1B,$388M,Eastern Bell Capital,China,Asia,Not Found
SmartAsset,$1B,$161M,TTV Capital,United States,North America,Not Found
Lookout,$1B,$282M,T. Rowe Price,United States,North America,Not Found
Fractal,$1B,$685M,TPG Capital Asia,United States,North America,Not Found
Yidao Yongche,$1B,$790M,China CITIC Bank,China,Asia,Not Found
Xiaozhu.com,$1B,$572M,Advantech Capital, YF Capital,China,Not Found
Hyperchain Technologies,$1B,$250M,E Fund Management Co.,LTD.,China,Not Found
Moviebook,$1B,$302M,Yao Capital,China,Asia,Not Found
Klook,$1B,$1B,Vitruvian Partners,Hong Kong,Asia,Not Found
Anyscale,$1B,$259M,Addition, Intel Capital,United States,Not Found
Newlink,$1B,$699M,Shandong Green Development Fund,China,Asia,Not Found
Tenglong Holding Group,$1B,$4B,Morgan Stanley Venture Partners, Nanshan Capital,China,Not Found
APUS Group,$1B,$116M,Chengwei Capital, Qiming Venture Partners,China,Not Found
Tencent Trusted Doctors,$1B,$255M,Gaw Capital Partners, HSG,China,Not Found
Orchard,$1B,$252M,Accomplice,United States,North America,Not Found
Infarm,$1B,$600M,Qatar Investment Authority,Germany,Europe,Not Found
InvestCloud,$1B,$54M,Clearlake Capital Group, Motive Partners,United States,Not Found
Revolution Precrafted,$1B,$15M,500 Global,Philippines,Asia,Not Found
Sennder,$1B,$340M,Baillie Gifford,Germany,Europe,Not Found
Womai,$1B,$330M,Taikang Insurance Group,China,Asia,Not Found
Haydon,$1B,$100M,Hillhouse Investment, Tencent,China,Not Found
Lamabang,$1B,$130M,Suning.com,China,Asia,Not Found
1KMXC,$1B,$86M,Haoteng Asia,China,Asia,Not Found
Vise,$1B,$128M,Ribbit Capital,United States,North America,Not Found
Webull,$0,$0,,United States,North America,Not Found
Univers,$0,$210M,HSG,Singapore,Asia,Not Found
AESC,$0,$582M,Nissan Motor,Japan,Asia,Not Found
